ISIN;Название;Эффективная доходность (YTM), %;Кредитное качество (рэнкинг);Кредитное качество (число, max=10);Коэф. Ликвидности (max=100);Лет до даты;Цена, % от номинала;Событие в дату;Текущий номинал;НКД;Размер купона;Текущий купон, %;Купон (раз/год);Тип купона;Тип эмитента;Текущая цена + НКД;чистая прибыль;ROI (всего)
RU000A102CX8;Ульоб34003;16,8; B+;4;39,6;0,1;99,53;погашение;300;3,8;4,67;6,25;4;фиксированный;субфедеральные/муниципальные;999,1;0,9;0,000900811
RU000A108JV4;ГазпКап3P2;20,1; AA;9;57,4;2,5;99,62;погашение;1000;3;0;0;12;плавающий;корпоративные;999,2;0,8;0,000800641
RU000A105U00;ГазпромКP8;16,6; AA;9;45,1;0,3;97,93;погашение;1000;19,91;45,87;9,2;2;фиксированный;корпоративные;999,21;0,79;0,000790625
RU000A10AY61;ВТБ Б1-371;16,4; AA;9;35,6;0,3;101,29;погашение;1000;35,8;49,36;19,8;4;фиксированный;корпоративные;1048,7;0,66;0,000629351
RU000A109TW9;НорНик Б10;19,9; AA;9;52,5;2,9;99,5;право продать (put);1000;4,46;0;0;12;плавающий;корпоративные;999,46;0,54;0,000540292
RU000A10B4F3;АгроUSD1P1;15,5; n/a;;37,2;0,4;99,99;право продать (put);10;0,04;0,12;15;12;фиксированный;корпоративные;999,94;0,54;0,000540032
RU000A10CR50;ГТЛК 2P-10;21,5; BBB;7;58,8;2,9;99,38;погашение;1000;5,83;0;0;12;плавающий;корпоративные;999,63;0,37;0,000370137
RU000A10BYA6;АЛЬФАБ1Р26;0; AA;9;6,9;2,9;100;погашение;1000;0,02;0,1;0,01;1;фиксированный;корпоративные;1000,02;0,18;0,000179996
RU000A103XS2;ВТБ Б1-254;0; AA;9;12,6;2,7;100,01;досрочное погашение;1000;0,03;0,05;0,01;2;фиксированный;корпоративные;1000,13;0,12;0,000119984
RU000A107SY1;ИАДОМ 1P43;0; AA;9;13,2;8,1;99,99;погашение;805,25;0;0;19,07;4;плавающий;корпоративные;999,9;0,1;0,00010001
RU000A0NR5X4; СберСIB531;0; AA;9;2,7;1,9;99,99;погашение;1000;0,12;0,3;0,01;0;фиксированный;корпоративные;1000,02;-0,02;-2,00E-05
RU000A0NR5U0; СберСIB528;0; AA;9;2,7;1,5;99,99;погашение;1000;0,16;0,3;0,01;0;фиксированный;корпоративные;1000,06;-0,06;-6,00E-05
RU000A105V82;Автодор3Р3;17,2; AA;9;44,7;0,3;97,95;погашение;1000;20,6;51,36;10,3;2;фиксированный;корпоративные;1000,1;-0,1;-1,00E-04
RU000A10CS75;Аэрофл2Б02;20,4; A;8;53,1;4,8;99,66;погашение;1000;3,57;0;0;12;плавающий;корпоративные;1000,17;-0,17;-0,000169971
RU000A10AMA3; СбКИБ1P120;0; AA;9;21;3;100,04;погашение;1000;0;0;0;0;нулевой;корпоративные;1000,4;-0,4;-0,00039984
RU000A107456;МТС-Банк03;20,2; BB;6;45,2;1;99,84;погашение;1000;2,04;0;15,37;4;плавающий;корпоративные;1000,44;-0,44;-0,000439806
RU000A10CUL9;ВЭБ2Р-К658;16,3; AA;9;1,5;0;100;досрочное погашение;1000;0,45;6,26;16,33;0;фиксированный;корпоративные;1000,45;-0,45;-0,000449798
RU000A10CTR8;СберИОС760;0; AA;9;17,9;3;100,11;погашение;1000;0;0,1;0,01;1;фиксированный;корпоративные;1001,1;-0,8;-0,000799121
RU000A0JT6B2;ВЭБ.РФ 19;16,9; AA;9;34,2;0,4;99,15;право продать (put);1000;9,34;70,86;14,21;2;фиксированный;корпоративные;1000,84;-0,84;-0,000839295
RU000A108G05;ЕврХол3P01;20,6; AA;9;53,6;1;99,45;погашение;1000;6,52;0;0;12;плавающий;корпоративные;1001,02;-1,02;-0,001018961
RU000A109DT9; Росагрл2Р3;20,9; BBB;7;34,4;1,9;99,35;погашение;1000;7,68;0;0;12;плавающий;корпоративные;1001,18;-1,18;-0,001178609
RU000A1087J8;ГазКап2P14;20,1; AA;9;43,3;3,4;98,89;погашение;1000;12,31;0;0;12;плавающий;корпоративные;1001,21;-1,21;-0,001208538
RU000A109B33;Газпн3P13R;20; AA;9;60,7;2,3;99,93;погашение;1000;2,01;0;0;12;плавающий;корпоративные;1001,31;-1,31;-0,001308286
RU000A1051E5;Ростел2P9R;16,3; AA;9;46,2;0,3;98,05;погашение;1000;20,86;43,63;8,75;2;фиксированный;корпоративные;1001,36;-1,36;-0,001358153
RU000A105V90;ЕАБР3P-006;16,6; AA;9;34,6;0,3;98,11;погашение;1000;20,42;51,61;10,35;2;фиксированный;корпоративные;1001,52;-1,52;-0,001517693
RU000A106375;ГазпромК07;19,5; AA;9;48,3;2,4;99,28;погашение;1000;8,81;0;0;4;плавающий;корпоративные;1001,61;-1,61;-0,001607412
RU000A102DR8;ОмскОб20;10,4; BB;6;30,6;0,1;99,69;погашение;400;4,81;6,86;6,45;3;фиксированный;субфедеральные/муниципальные;1001,71;-1,71;-0,001707081
RU000A109VM6;КАМАЗ БП13;20,6; A;8;46,1;1;99,87;погашение;1000;3,08;0;0;12;плавающий;корпоративные;1001,78;-1,78;-0,001776837
RU000A105B11;ОФЗ 29021;0; AAA;10;45,8;5,1;97,71;погашение;1000;24,71;0;19,16;4;плавающий;государственные;1001,81;-1,81;-0,00180673
RU000A102EH7;ВТБ Б1-153;-1,5; AA;9;17,1;0,1;100,18;погашение;1000;0,04;0,05;0,01;2;фиксированный;корпоративные;1001,84;-1,84;-0,001836621
RU000A1027G0;ВТБ Б1-138;-2; AA;9;12,2;0,1;100,18;погашение;1000;0,04;0,05;0,01;2;фиксированный;корпоративные;1001,84;-1,84;-0,001836621
RU000A106WW9;ВЭБP-38;19,4; AA;9;22,3;3,7;100;погашение;1000;1,98;0;0;4;плавающий;корпоративные;1001,98;-1,98;-0,001976087
RU000A10D4H7;СовкмФ 2Р5;19,9; BBB;7;1,5;0,5;100;право продать (put);1000;2,08;0;0;2;фиксированный;корпоративные;1002,08;-2,08;-0,002075683
RU000A107084;ГазКап2P10;19,4; AA;9;43,2;2,4;99,3;погашение;1000;9,28;0;0;4;плавающий;корпоративные;1002,28;-2,28;-0,002274813
RU000A105PR5;ИЭКХолд1Р1;18,5; BB;6;42,2;0,2;99,08;погашение;1000;11,48;31,66;12,7;4;фиксированный;корпоративные;1002,28;-2,28;-0,002274813
RU000A107050;ГазпКап2P9;19,4; AA;9;41,4;2,4;99,3;погашение;1000;9,28;0;0;4;плавающий;корпоративные;1002,28;-2,28;-0,002274813
RU000A108PC1;ЛЕГЕНДА2P3;24,7; B+;4;39,4;0,6;99,15;погашение;1000;10,8;0;0;12;плавающий;корпоративные;1002,3;-2,3;-0,002294722
RU000A109X29;РостелP12R;19,7; AA;9;48,7;0,5;100,09;погашение;1000;1,5;0;0;12;плавающий;корпоративные;1002,4;-2,4;-0,002394254
RU000A105WR1;АЗБУКАВКП2;15,3; BB;6;34,6;0,3;102,16;право продать (put);1000;33,37;52,36;10,25;4;фиксированный;корпоративные;1054,97;-2,61;-0,002474004
RU000A10CT41;РостелP20R;19,8; AA;9;37,2;2,9;100,11;погашение;1000;1,5;0;0;12;плавающий;корпоративные;1002,6;-2,6;-0,002593258
RU000A105Q89;ГИДРОМАШ01;16,6; BBB;7;47,5;0,2;99,25;погашение;1000;10,19;29,92;12;4;фиксированный;корпоративные;1002,69;-2,69;-0,002682783
RU000A105M91;СТМ 1P3;21,1; BBB;7;40,1;0,1;98,89;право продать (put);1000;13,86;28,67;11,5;4;фиксированный;корпоративные;1002,76;-2,76;-0,002752403
RU000A107GJ7;ВсИнстр1Р1;21,7; BB;6;36,4;1,1;99,69;погашение;1000;5,88;0;18,5;12;плавающий;корпоративные;1002,78;-2,78;-0,002772293
RU000A102BV4;ОФЗ 29020;0; AAA;10;61;1,9;98,82;погашение;1000;14,67;0;20,87;4;плавающий;государственные;1002,87;-2,87;-0,002861787
RU000A105SL2;РусГидрБП9;16,6; AA;9;44,9;0,3;98,09;погашение;1000;22,18;45,87;9,2;2;фиксированный;корпоративные;1003,08;-3,08;-0,003070543
RU000A109L49;АЛРОСА1Р1;19,9; AA;9;53,3;2,9;99,92;погашение;1000;3,99;0;0;12;плавающий;корпоративные;1003,19;-3,19;-0,003179856
RU000A105FU0;ИнтЛиз1Р04;14,4; BB;6;22,9;0,1;99,9;погашение;175;4,26;5,39;12,35;4;фиксированный;корпоративные;1003,26;-3,26;-0,003249407
RU000A10C6C4;ГПБФин1Р4;18,4; AA;9;11,9;1,8;100;погашение;1000;3,26;0;0;12;плавающий;корпоративные;1003,26;-3,26;-0,003249407
RU000A109VJ2;ВсИнстр1Р2;22,5; BB;6;39,8;2;99,99;погашение;1000;3,37;0;0;12;плавающий;корпоративные;1003,27;-3,27;-0,003259342
RU000A10B727;МСБЛиз3P05;25,5; B;3;37,8;4,3;100,14;погашение;1000;1,89;0;27;12;плавающий;корпоративные;1003,29;-3,29;-0,003279211
RU000A1042W6;ВЭБP-31;19,1; AA;9;39,1;3;100,15;погашение;1000;1,97;0;0;4;плавающий;корпоративные;1003,47;-3,47;-0,003458001
RU000A107UW1;Газпн3P10R;19,9; AA;9;57,9;1,3;100,05;погашение;1000;3,01;0;17,3;12;плавающий;корпоративные;1003,51;-3,51;-0,003497723
RU000A105PQ7;РУСАЛ 1Р2;-5,7; BBB;7;18,8;0,2;100;погашение;1000;3,57;9,85;3,95;4;фиксированный;корпоративные;1003,57;-3,57;-0,0035573
RU000A10CRA8; Гланит01;20,4; B;3;29,8;4,8;100;погашение;1000;3,59;0;0;12;плавающий;корпоративные;1003,59;-3,59;-0,003577158
RU000A10CS91; Росагрл2Р4;20,7; BBB;7;40,7;3;100,05;погашение;1000;3,12;0;0;12;плавающий;корпоративные;1003,62;-3,62;-0,003606943
RU000A108ZT4;РСЭКСМБ2Р5;20,4; AA;9;39,7;1,7;99,8;право продать (put);1000;5,7;0;0;4;плавающий;корпоративные;1003,7;-3,7;-0,00368636
RU000A109UX5; СберСIB940;0; AA;9;13,5;1,4;100,39;погашение;1000;0;0;0;0;нулевой;корпоративные;1003,9;-3,9;-0,003884849
RU000A109UD7;Атомэнпр03;19,9; AA;9;48,8;1,9;100;погашение;1000;4;0;0;12;плавающий;корпоративные;1004;-4;-0,003984064
RU000A10AM65; СбКИБ1P116;0; AA;9;2,4;3;100,41;погашение;1000;0;0;0;0;нулевой;корпоративные;1004,1;-4,1;-0,004083259
RU000A105L27;Систем1P24;20,7; BBB;7;38,1;0,1;98,96;право продать (put);1000;14,52;24,93;10;4;фиксированный;корпоративные;1004,12;-4,12;-0,004103095
RU000A109098;iПозитивР1;20,6; A;8;51,7;1,7;99,7;погашение;1000;7,17;0;0;12;плавающий;корпоративные;1004,17;-4,17;-0,004152683
RU000A102GU5;НоваБевБП4;16,5; A;8;46,4;0,1;98,99;погашение;500;14,39;18,45;7,4;2;фиксированный;корпоративные;1004,29;-4,29;-0,004271675
RU000A10BTU4;НорНик1P12;7; AA;9;29,6;0,8;101,02;право продать (put);100;0,2;0,66;8;12;фиксированный;корпоративные;1010,4;-4,46;-0,004414093
RU000A105KP0;Газпнф3P5R;17,5; AA;9;48,5;0,1;99,15;погашение;1000;13,32;22,44;9;4;фиксированный;корпоративные;1004,82;-4,82;-0,004796879
RU000A109KX6;ВИС Ф БП06;22,6; BBB;7;46,4;1,9;98,73;погашение;1000;17,6;0;0;4;плавающий;корпоративные;1004,9;-4,9;-0,004876107
RU000A10CM48;СберИОС755;0; AA;9;9,9;0,9;100,5;погашение;1000;0,01;0,03;0,01;3;фиксированный;корпоративные;1005,01;-4,95;-0,004925324
RU000A10BWX2; СбКИБ1P152;0; AA;9;6,2;3,2;100,5;погашение;1000;0;0;0;0;нулевой;корпоративные;1005;-5;-0,004975124
RU000A105PK0;Ювелит 1P1;17,8; BB;6;43,1;0,2;99,3;погашение;1000;12,12;33,41;13,4;4;фиксированный;корпоративные;1005,12;-5,12;-0,005093919
RU000A10CTK3;РОССИЯ1Р1;18; A;8;15,3;0,9;100,01;погашение;1000;5,03;0;0;12;плавающий;корпоративные;1005,13;-5,13;-0,005103817
RU000A10CZ43;ИЭКХолд1Р4;22,2; BB;6;49,5;1,9;99,22;погашение;1000;12,99;0;0;12;плавающий;корпоративные;1005,19;-5,19;-0,005163203
RU000A10CQ93;КАМАЗ БП17;21,1; A;8;50,7;1,9;99,79;погашение;1000;7,35;0;0;12;плавающий;корпоративные;1005,25;-5,25;-0,005222581
RU000A108WY1;МЕТАЛИН1P8;19,9; AA;9;40,4;1,2;99,4;погашение;1000;11,37;0;0;4;плавающий;корпоративные;1005,37;-5,37;-0,005341317
RU000A10ATB6;Интерскол3;23,1; B;3;43,6;0;100,1;погашение;236,2;4,39;5,73;29,5;12;фиксированный;корпоративные;1005,39;-5,39;-0,005361104
RU000A107HG1;Газпнф3P8R;19,7; AA;9;51;1,1;100,14;погашение;1000;4,01;0;17,3;12;плавающий;корпоративные;1005,41;-5,41;-0,005380889
RU000A0JV755;АИЖК14-2А3;7,3; n/a;;10;21,6;123,01;погашение;99,69;1,15;2,61;10,5;4;фиксированный;корпоративные;1231,25;-6,79;-0,005514721
RU000A109SZ4;Мегафон2P7;19,5; AA;9;44,7;1,5;100,09;погашение;1000;5,01;0;0;4;плавающий;корпоративные;1005,91;-5,91;-0,005875277
RU000A107217;АРЕНЗА1Р03;35,8; B+;4;45,1;0;99,54;право продать (put);1000;10,62;13,16;15,5;12;фиксированный;корпоративные;1006,02;-6,02;-0,005983976
RU000A1083W0;МТС 2P-05;20,3; AA;9;50;0,1;99,06;вероятность выкупа (call);1000;15,54;0;0;4;плавающий;корпоративные;1006,14;-6,14;-0,00610253
RU000A1060X6;Озон 1Р01;60,1; B;3;34;0;99,48;право продать (put);1000;11,4;32,41;13;4;фиксированный;корпоративные;1006,2;-6,2;-0,006161797
RU000A10B3W0;СовкмЛ П09;19,2; BBB;7;25,1;0,4;100,45;право продать (put);749,8;1,95;0;0;12;плавающий;корпоративные;1006,45;-6,45;-0,006408664
RU000A0JW1P8;ГТЛК БО-07;14,8; BBB;7;30,9;0,1;99,46;погашение;1000;12,03;27,37;10,98;4;фиксированный;корпоративные;1006,63;-6,63;-0,006586333
RU000A0ZYJ18;ТамбовОб17;7,9; BB;6;32,1;0,1;100;погашение;600;6,71;11,97;8;4;фиксированный;субфедеральные/муниципальные;1006,71;-6,71;-0,006665276
RU000A10AFV3;sСОПФДОМ11;12,8; AA;9;18,7;0,2;100,01;погашение;1000;6,68;0;0;4;фиксированный;корпоративные;1006,78;-6,78;-0,006734341
RU000A105YH8;ВЭБP-36;20,1; AA;9;40,9;4,9;99,07;погашение;1000;16,16;0;0;4;плавающий;корпоративные;1006,86;-6,86;-0,006813261
RU000A107AU7;sВЭБP-39;20,7; AA;9;44,9;4,6;97,7;погашение;1000;29,97;0;0;4;плавающий;корпоративные;1006,97;-6,97;-0,006921755
RU000A10D1W2;Мегафн2Р10;19,8; AA;9;48,8;2;99,87;погашение;1000;8,45;0;0;12;плавающий;корпоративные;1007,15;-7,15;-0,00709924
RU000A10AV72;ПСБ 3P-11;16,4; AA;9;37;0,3;101,93;погашение;1000;43,99;55,6;22,3;4;фиксированный;корпоративные;1063,29;-7,69;-0,00723227
RU000A10D3X6;Селигдар7Р;23,7; BBB;7;68,1;1,9;100,09;погашение;1000;6,48;0;0;12;плавающий;корпоративные;1007,38;-7,38;-0,007325935
RU000A108Y86;Европлн1Р7;21,2; A;8;50,8;1,7;99,5;погашение;1000;12,43;0;0;12;плавающий;корпоративные;1007,43;-7,43;-0,007375202
RU000A1028K0;СберИОС355;0; AA;9;20,4;0;100,7;погашение;1000;0,5;0,5;0,01;0;фиксированный;корпоративные;1007,5;-7,5;-0,007444169
RU000A10D459;МТС 2P-13;20,1; AA;9;38,9;1,9;100,24;погашение;1000;5,11;0;0;12;плавающий;корпоративные;1007,51;-7,51;-0,00745402
RU000A109JW0;КАМАЗ БП12;20,9; A;8;38,9;1,9;98,71;погашение;1000;20,41;0;0;4;плавающий;корпоративные;1007,51;-7,51;-0,00745402
RU000A1094G0;РУСАЛ 1Р8;8,2; BBB;7;33,2;1,8;102,2;погашение;100;2,26;2,31;9,25;4;фиксированный;корпоративные;1024,26;-8,09;-0,007898385
RU000A109JZ3;РУСАЛ 1Р10;21; BBB;7;42,5;1,4;100,06;погашение;1000;7,38;0;0;12;плавающий;корпоративные;1007,98;-7,98;-0,007916824
RU000A104TG3;ЦР БО-01;68,9; CCC;2;33,3;0;99,87;погашение;550;9,28;9,95;22;12;фиксированный;корпоративные;1007,98;-7,98;-0,007916824
RU000A10BFL2;НовТех1Р6;23,6; BB;6;25,4;1,4;100,15;погашение;1000;6,48;0;0;12;плавающий;корпоративные;1007,98;-7,98;-0,007916824
RU000A102H91;Автодор3Р1;18,3; AA;9;52,4;0,1;98,61;погашение;860;21,95;28,95;6,75;2;фиксированный;корпоративные;1008,05;-8,05;-0,007985715
RU000A1025B5;ОФЗ 29016;0; AAA;10;68,4;1,2;99,35;погашение;1000;14,67;0;19,8;4;плавающий;государственные;1008,17;-8,17;-0,008103792
RU000A10ANT1;РДВ ТЕХ 01;28,4; B;3;44,4;0,3;101,23;право продать (put);1000;72,7;76,04;30,5;4;фиксированный;корпоративные;1085;-8,96;-0,008258065
RU000A109PP1;АБЗ-1 2Р01;23,6; BB-;5;45,6;1,9;99,57;погашение;1000;12,66;0;0;12;плавающий;корпоративные;1008,36;-8,36;-0,00829069
RU000A109K40;ФосАгро П2;19,4; AA;9;54,3;0,9;100,21;погашение;1000;6,45;0;0;12;плавающий;корпоративные;1008,55;-8,55;-0,008477517
RU000A10D2Q2;ГазпКап3P6;20; AA;9;48,3;1,9;100,07;погашение;1000;8,07;0;0;12;плавающий;корпоративные;1008,77;-8,77;-0,008693756
RU000A100Q35;ПР-Лиз 1P3;21,3; BB-;5;29;0;100,01;право продать (put);1000;8,77;16,44;19;12;фиксированный;корпоративные;1008,87;-8,87;-0,008792015
RU000A1083U4;МТС 2P-04;19,8; AA;9;42,4;1,9;99,36;погашение;1000;15,4;0;0;4;плавающий;корпоративные;1009;-9;-0,008919722
XS0559915961; VEB FIN-25;33,9; n/a;;24,5;0,1;98;погашение;1000;29,09;34;6,8;2;фиксированный;корпоративные;1009,09;-9,09;-0,009008116
RU000A1013U1;Славнеф1Р3;15,2; A;8;18;0,1;99,49;право продать (put);1000;14,21;21,19;8,5;4;фиксированный;корпоративные;1009,11;-9,11;-0,009027757
RU000A109VL8;СовкомБОП5;20,3; A;8;54,7;2;100,6;погашение;1000;3,12;0;0;12;плавающий;корпоративные;1009,12;-9,12;-0,009037577
RU000A105YA3;Медси 1P01;11; BBB;7;32,1;0,4;103,48;право продать (put);1000;24,66;49,86;9,85;4;фиксированный;корпоративные;1059,46;-9,6;-0,00906122
RU000A108U49;УрожайБО05;29,9; B;3;40,5;0,2;98,99;право продать (put);1000;19,29;54,85;22;4;фиксированный;корпоративные;1009,19;-9,19;-0,009106313
RU000A10AHD7;Кокс01Р1;25,1; BB;6;44,6;0,7;100,69;право продать (put);1000;2,6;0;0;12;плавающий;корпоративные;1009,5;-9,5;-0,009410599
RU000A10C5F9;ЧеркизБ2P2;20,2; A;8;38,2;1,7;100,65;погашение;1000;3,12;0;0;12;плавающий;корпоративные;1009,62;-9,62;-0,009528337
RU000A109SH2;АЛРОСА1Р2;19,3; AA;9;52,7;0,5;100,15;погашение;1000;8,45;0;0;12;плавающий;корпоративные;1009,95;-9,95;-0,009851973
RU000A10B4D8;МЕТАЛИНP13;20,2; AA;9;34,6;1,4;100,48;погашение;1000;5,18;0;0;12;плавающий;корпоративные;1009,98;-9,98;-0,009881384
RU000A10D7Z2;МСПФакт1P1;21,2; n/a;;41,5;2;100,9;погашение;1000;1,1;0;0;12;плавающий;корпоративные;1010,1;-10,1;-0,00999901
RU000A109KT4; ТФинанс1P1;21; BBB;7;54,1;0,9;100,44;погашение;1000;5,95;0;0;12;плавающий;корпоративные;1010,35;-10,35;-0,010243975
RU000A10AFX9;sМЕТАЛИ1P9;19,9; AA;9;52,7;0,6;100,72;погашение;1000;3,21;0;0;12;плавающий;корпоративные;1010,41;-10,41;-0,010302748
RU000A10AM40; СбКИБ1P114;0; AA;9;9,6;2,9;101,05;погашение;1000;0;0;0;0;нулевой;корпоративные;1010,5;-10,5;-0,010390896
RU000A10AZF4;КЛВЗ 1P03;26,1; B;3;21,3;2,3;101,01;погашение;1000;0,66;0;0;12;плавающий;корпоративные;1010,76;-10,76;-0,010645455
RU000A109T41;R-Vision 1;20,9; B;3;33,7;2;100,55;погашение;1000;5,41;0;0;4;плавающий;корпоративные;1010,91;-10,91;-0,010792256
RU000A106KV6;АЛЬФАБ2Р24;16,8; AA;9;40,5;0,2;98,41;погашение;1000;27,11;51,14;10,2;2;фиксированный;корпоративные;1011,21;-11,21;-0,011085729
RU000A105JG1;ПозТех-1Р2;14,4; A;8;44,9;0,1;99,59;погашение;1000;15,32;26,3;10,55;4;фиксированный;корпоративные;1011,22;-11,22;-0,011095508
RU000A10ACF3;ВЭБ2Р-48;19,4; AA;9;31,5;1,1;100,55;погашение;1000;6,06;0;0;12;плавающий;корпоративные;1011,56;-11,56;-0,011427894
RU000A101N52;ОФЗ 29014;0; AAA;10;76,7;0,4;99,72;погашение;1000;14,67;0;20,87;4;плавающий;государственные;1011,87;-11,87;-0,011730756
RU000A107HH9;Газпнф3P9R;19,6; AA;9;37,9;2,2;99,65;погашение;1000;15,4;0;0;4;плавающий;корпоративные;1011,9;-11,9;-0,011760055
RU000A109QS3;СберИОС651;0; AA;9;9,4;0,1;101,2;погашение;1000;0,09;0,1;0,01;0;фиксированный;корпоративные;1012,09;-12,09;-0,011945578
RU000A105M75;МЕТАЛИН1P3;2,4; AA;9;21,1;0,1;100;погашение;1000;12,11;16,21;3,25;2;фиксированный;корпоративные;1012,11;-12,11;-0,011965103
RU000A109XR1;Акрон Б1P5;19,4; A;8;46,2;2;101,12;погашение;1000;1,03;0;0;12;плавающий;корпоративные;1012,23;-12,23;-0,012082234
RU000A10B3C2;ВЭБ2Р-49;20; AA;9;30,4;1,4;100,56;погашение;1000;6,72;0;0;12;плавающий;корпоративные;1012,32;-12,32;-0,012170065
RU000A10AHM8;СовкмЛ П08;20,8; BBB;7;23,4;0,2;99,99;право продать (put);1000;12,49;0;0;12;плавающий;корпоративные;1012,39;-12,39;-0,012238367
RU000A102RC0;СберИОС417;0; AA;9;17;0,4;101,2;погашение;1000;0,46;0,5;0,01;0;фиксированный;корпоративные;1012,46;-12,46;-0,012306659
RU000A109E71;ТрансКо2P1;20,5; A;8;53,8;1,8;99,88;погашение;1000;13,87;0;0;12;плавающий;корпоративные;1012,67;-12,67;-0,01251148
RU000A1023K1;Систем1P15;18,8; BBB;7;33,3;0,3;98,81;вероятность выкупа (call);1000;24,86;82,27;16,5;2;фиксированный;корпоративные;1012,96;-12,96;-0,012794187
RU000A1087C3;ГПБ3P6CNY;3,7; AA;9;22,9;1,4;101,8;погашение;100;0,23;2,49;5;2;фиксированный;корпоративные;1018,23;-13,25;-0,013012777
RU000A10D4F1;Россет1Р18;19,5; AA;9;21,3;6,9;100,9;погашение;1000;4,5;0;0;12;плавающий;корпоративные;1013,5;-13,5;-0,013320178
RU000A10C329;iПМЕДДМ2Р2;21,1; BB;6;38,8;1,7;100,67;погашение;1000;7,05;0;0;12;плавающий;корпоративные;1013,75;-13,75;-0,013563502
RU000A107XC7;ВЭБP-43;19,4; AA;9;18,6;3,9;99,99;погашение;1000;13,93;0;0;4;плавающий;корпоративные;1013,83;-13,83;-0,01364134
RU000A102G50;ВСК 1P-01R;17,7; A;8;39,7;0,1;98,84;погашение;1000;25,84;32,66;6,55;2;фиксированный;корпоративные;1014,24;-14,24;-0,014040069
RU000A109S91;РСетиМР1P7;19,1; AA;9;33,3;0,9;100,45;погашение;1000;9,94;0;0;12;плавающий;корпоративные;1014,44;-14,44;-0,014234454
RU000A10AUY6;ВЭБ2Р-К600;4,6; AA;9;23,1;0,1;102,29;досрочное погашение;1000;9,34;17,51;21,3;12;фиксированный;корпоративные;1032,24;-14,73;-0,014269937
RU000A10CN62;ЮСВ 1Р1;25,4; n/a;;29,3;2,8;100,15;погашение;1000;13,23;0;0;12;плавающий;корпоративные;1014,73;-14,73;-0,014516177
RU000A10B0S4;Кокс01Р3;25,3; BB;6;31,2;0,8;99,99;право продать (put);1000;14,96;0;0;12;плавающий;корпоративные;1014,86;-14,86;-0,014642414
RU000A106LL5;ВЭБP-37;20,5; AA;9;39,8;6,8;98,77;погашение;1000;27,32;0;0;4;плавающий;корпоративные;1015,02;-15,02;-0,014797738
RU000A109JY6;РУСАЛ 1Р11;21; BBB;7;41,6;3,8;100,78;погашение;1000;7,48;0;0;12;плавающий;корпоративные;1015,28;-15,28;-0,015050035
RU000A10A349;РусГид2Р01;19,9; AA;9;53,4;1;100,7;погашение;1000;8,33;0;0;12;плавающий;корпоративные;1015,33;-15,33;-0,015098539
RU000A10BF48;ЯНДЕКС1Р1;19,3; AA;9;54,1;1,5;101,13;погашение;1000;4,1;0;0;12;плавающий;корпоративные;1015,4;-15,4;-0,015166437
RU000A10CT58;ДОМ 2P7;18,6; AA;9;29,5;0,4;99,94;право продать (put);1000;16,09;0;0;2;фиксированный;корпоративные;1015,49;-15,49;-0,01525372
RU000A108QA3;Мегафон2P4;19,9; AA;9;36,4;1,1;99,56;погашение;1000;19,92;0;0;4;плавающий;корпоративные;1015,52;-15,52;-0,015282811
RU000A1078S8;МТС 2P-02;20,6; AA;9;40,5;3,1;98,18;погашение;1000;33,81;0;0;4;плавающий;корпоративные;1015,61;-15,61;-0,015370073
RU000A105MN1;ДОМ 2P1;19,3; AA;9;36,9;1,9;99,98;погашение;1000;15,85;0;0;4;плавающий;корпоративные;1015,65;-15,65;-0,015408851
RU000A109HK9; СбКИБ1P26;0; AA;9;9,5;0,6;101,6;погашение;1000;0;0;0;0;нулевой;корпоративные;1016;-16;-0,015748031
RU000A10D3B2;РусГид2Р09;19,5; AA;9;26,2;2,9;101;погашение;1000;6,05;0;0;12;плавающий;корпоративные;1016,05;-16,05;-0,015796467
RU000A107ET1;ГазКап2P11;19,6; AA;9;45;2,1;99,65;погашение;1000;19,81;0;0;4;плавающий;корпоративные;1016,31;-16,31;-0,016048253
RU000A107E81;БинФарм1P3;21,2; BB;6;48,9;1,1;99,49;погашение;1000;21,57;0;0;4;плавающий;корпоративные;1016,47;-16,47;-0,016203134
RU000A10AF64;СКСек1Р-01;12,4; n/a;;27;0,1;101,28;право продать (put);1000;4,03;0;0;12;плавающий;корпоративные;1016,83;-16,83;-0,016551439
RU000A10AT19;ИКС5Фин3P9;18,6; AA;9;46;0,4;100,79;право продать (put);1000;9,37;0;0;12;плавающий;корпоративные;1017,27;-17,27;-0,01697681
RU000A10B4X6;СибурХ1Р06;20,9; AA;9;46,9;6,4;101,42;погашение;1000;3,21;0;0;12;плавающий;корпоративные;1017,41;-17,41;-0,017112079
RU000A108Q94;Мегафон2P5;19,7; AA;9;38,3;1,3;99,75;погашение;1000;19,92;0;0;4;плавающий;корпоративные;1017,42;-17,42;-0,017121739
RU000A10C8Q0;НорНик1P13;5,8; AA;9;32,3;1,2;102,61;право продать (put);100;0,55;0,64;7,75;12;фиксированный;корпоративные;1026,65;-17,69;-0,017230799
RU000A10BRR4;РусГид2Р06;19,9; AA;9;47,2;1,6;100,8;погашение;1000;9,81;0;0;12;плавающий;корпоративные;1017,81;-17,81;-0,017498354
RU000A0ZYLX0;ДОМРФИА 03;0; AA;9;20,7;12;109,96;погашение;64,84;0;1,67;8,67;4;плавающий;корпоративные;1099,6;-19,44;-0,017679156
