ISIN;Название;Эффективная доходность (YTM), %;Кредитное качество (рэнкинг);Кредитное качество (число, max=10);Коэф. Ликвидности (max=100);Лет до даты;Цена, % от номинала;Событие в дату;Текущий номинал;НКД;Размер купона;Текущий купон, %;Купон (раз/год);Тип купона;Тип эмитента;Текущая цена + НКД;чистая прибыль;ROI (всего)
RU000A104DZ7;СНХТ БО-02;39,6; CCC;2;41,9;1,1;0;погашение;1000;0;19,32;21,5;12;плавающий;корпоративные;0;1251,16;#ДЕЛ/0!
RU000A106XR7;СберИОС588;0; AA;9;24,2;3;0;погашение;1000;0;0,01;0,01;12;фиксированный;корпоративные;0;1000,36;#ДЕЛ/0!
RU000A10AJV5; СбКИБ1P38;0; AA;9;20,8;0,7;0;погашение;1000;0;0;0;0;нулевой;корпоративные;0;1000;#ДЕЛ/0!
RU000A1088L2;СберИОС618;0; AA;9;19,3;3,5;0;погашение;1000;0;0,01;0,01;13;фиксированный;корпоративные;0;1000,45;#ДЕЛ/0!
RU000A0NNHL2; ВТБ С1-252;0; AA;9;15,4;0,5;0;погашение;1000;0;0;0;0;фиксированный;корпоративные;0;1000;#ДЕЛ/0!
RU000A108421;СберИОС616;0; AA;9;15,3;3,5;0;погашение;1000;0;0,01;0,01;12;фиксированный;корпоративные;0;1000,42;#ДЕЛ/0!
RU000A1097A6;СберИОС641;0; AA;9;15;4;0;погашение;1000;0;0,01;0,01;13;фиксированный;корпоративные;0;1000,52;#ДЕЛ/0!
RU000A10AKH2; СбКИБ1P60;0; AA;9;15;2,9;0;погашение;1000;0;0;0;0;нулевой;корпоративные;0;1000;#ДЕЛ/0!
RU000A10ALM0; СбКИБ1P97;0; AA;9;14,8;2,8;0;погашение;1000;0;0;0;0;нулевой;корпоративные;0;1000;#ДЕЛ/0!
RU000A0UD6J8; ВТБ С1-475;0; AA;9;13,7;0,5;0;погашение;1000;0;0;0;0;фиксированный;корпоративные;0;1000;#ДЕЛ/0!
RU000A103UQ2;СберИОС477;0; AA;9;13,3;1;0;погашение;1000;0;0,1;0,01;1;фиксированный;корпоративные;0;1000,1;#ДЕЛ/0!
RU000A0JXGV0;ПЕРЕСВ С01;0; B+;4;12,2;1,1;0;вероятность выкупа (call);329;0;25,17;0,51;0;фиксированный;корпоративные;0;1000;#ДЕЛ/0!
RU000A10BWS2; СбКИБ1P147;0; AA;9;8,2;3,1;0;погашение;1000;0;0;0;0;нулевой;корпоративные;0;1000;#ДЕЛ/0!
RU000A10BWY0; СбКИБ1P153;0; AA;9;5,2;3,1;0;погашение;1000;0;0;0;0;нулевой;корпоративные;0;1000;#ДЕЛ/0!
RU000A10AK83; СбКИБ1P51;0; AA;9;4,9;2,8;0;погашение;1000;0;0;0;0;нулевой;корпоративные;0;1000;#ДЕЛ/0!
RU000A109HN3; СбКИБ1P29;0; AA;9;3,2;2,6;0;погашение;1000;0;0;0;0;нулевой;корпоративные;0;1000;#ДЕЛ/0!
RU000A10AKG4; СбКИБ1P59;0; AA;9;2,6;2,8;0;погашение;1000;0;0;0;0;нулевой;корпоративные;0;1000;#ДЕЛ/0!
RU000A109H52; СбКИБ1P12;0; AA;9;2,3;2,2;0;погашение;1000;0;0;0;0;нулевой;корпоративные;0;1000;#ДЕЛ/0!
RU000A10AZU3;СберИОС689;0; AA;9;5,1;1,5;0;погашение;1000;0,01;0,01;0,01;12;фиксированный;корпоративные;0,01;1000,17;100017
RU000A10B6W3;АЛЬФАБ1Р21;0,8; AA;9;9,2;6,8;0;погашение;1000;0,02;0,1;0,01;1;фиксированный;корпоративные;0,02;1000,58;50029
RU000A108TC3;СберИОС629;0; AA;9;15,2;3,8;0;погашение;1000;0,02;0,05;0,01;2;фиксированный;корпоративные;0,02;1000,33;50016,5
RU000A10BVN5;ГПБ004Р22;31,7; AA;9;2,5;1,8;0;погашение;1000;0,02;0,1;0,01;1;фиксированный;корпоративные;0,02;1000,08;50004
RU000A0JWN89;МОСТРЕСТ 8;18,5; B;3;20,3;0,8;0;погашение;1000;0,02;0,05;0,01;2;фиксированный;корпоративные;0,02;1000,03;50001,5
RU000A10BNR3;СберИОС724;0; AA;9;17,6;4,7;0;погашение;1000;0,03;0,06;0,01;2;фиксированный;корпоративные;0,03;1000,51;33350,33333
RU000A10BPD8;ГПБ004Р21;13,7; AA;9;15,8;1,8;0;погашение;1000;0,03;0,1;0,01;1;фиксированный;корпоративные;0,03;1000,07;33335,66667
RU000A103U10;ВТБ Б1-246;18,9; AA;9;10,2;1,2;0;погашение;1000;0,03;0,05;0,01;2;фиксированный;корпоративные;0,03;1000,07;33335,66667
RU000A103XT0;ВТБ Б1-255;5,4; AA;9;8,3;1,2;0;досрочное погашение;1000;0,03;0,05;0,01;2;фиксированный;корпоративные;0,03;1000,07;33335,66667
RU000A0JWN63;МОСТРЕСТ 7;20,2; B;3;21,2;0,7;0;погашение;1000;0,03;0,05;11,5;2;фиксированный;корпоративные;0,03;1000,02;33334
RU000A1065F2;СберИОС561;0; AA;9;12,2;0,7;0;погашение;1000;0,03;0,1;0,01;1;фиксированный;корпоративные;0,03;999,97;33332,33333
RU000A10C071; ВТБС1-1553;0; AA;9;11,5;6,8;0;погашение;1000;0,03;0,7;0,01;0;фиксированный;корпоративные;0,03;999,97;33332,33333
RU000A106AQ7;СберИОС568;0; AA;9;6,9;0,7;0;погашение;1000;0,03;0,1;0,01;1;фиксированный;корпоративные;0,03;999,97;33332,33333
RU000A103U02;ВТБ Б1-245;17,6; AA;9;18;1,1;0;погашение;1000;0,04;0,05;0,01;2;фиксированный;корпоративные;0,04;1000,06;25001,5
RU000A103174;ВТБ Б1-217;18,9; AA;9;12,2;1,1;0;погашение;1000;0,04;0,05;0,01;2;фиксированный;корпоративные;0,04;1000,06;25001,5
RU000A1080T2;СберИОС614;0; AA;9;10;1,5;0;погашение;1000;0,05;0,1;0,01;1;фиксированный;корпоративные;0,05;1000,05;20001
RU000A107Q20;ИнвОбл03;13,7; B;3;14,9;3,4;0;погашение;1000;0,06;0,1;0,01;1;фиксированный;корпоративные;0,06;1000,24;16670,66667
RU000A10AYR2;СберИОС687;0; AA;9;6,7;0,4;0;погашение;1000;0,06;0,1;0,01;0;фиксированный;корпоративные;0,06;999,94;16665,66667
RU000A108082; СберСIB797;0; AA;9;20,4;2,6;0;погашение;1000;0,07;0,33;0,01;0;фиксированный;корпоративные;0,07;999,93;14284,71429
RU000A106JK1; СберСIB543;0; AA;9;15,4;0,3;0;погашение;1000;0,07;0,1;0,01;0;фиксированный;корпоративные;0,07;999,93;14284,71429
RU000A105R96;СберИОС551;0; AA;9;9,3;0,3;0;погашение;1000;0,07;0,1;0,01;1;фиксированный;корпоративные;0,07;999,93;14284,71429
RU000A105GQ6;СберИОС544;0; AA;9;12;0,2;0;погашение;1000;0,08;0,1;0,01;1;фиксированный;корпоративные;0,08;999,92;12499
RU000A10AEC6;СберИОС667;0; AA;9;2,6;0,3;0;погашение;1000;0,08;0,1;0,01;0;фиксированный;корпоративные;0,08;999,92;12499
RU000A108009; СберСIB789;0; AA;9;17,6;4,2;0;погашение;1000;0,09;0,5;0,01;0;фиксированный;корпоративные;0,09;999,91;11110,11111
RU000A10BVS4;ИАДОМ 1P54;0; AA;9;16,6;30,1;0;погашение;976,45;1,01;15,22;18,96;12;плавающий;корпоративные;1,01;6493,41;6429,118812
RU000A0NX2N4; ВТБ С1-733;0; AA;9;23,3;1;0;погашение;1000;0,2;0,3;0,01;0;фиксированный;корпоративные;0,2;999,8;4999
RU000A104CS4;СберИОС513;0; AA;9;14,6;3,3;0;погашение;1000;0,37;0,7;0,01;0;фиксированный;корпоративные;0,37;999,63;2701,702703
RU000A1044V4;СберИОС498;0; AA;9;11,5;3,2;0;погашение;1000;0,38;0,7;0,01;0;фиксированный;корпоративные;0,38;999,62;2630,578947
RU000A1047L8;СберИОС503;0; AA;9;8,1;1,2;0;погашение;1000;0,38;0,5;0,01;0;фиксированный;корпоративные;0,38;999,62;2630,578947
RU000A103Y16;СберИОС482;0; AA;9;8,5;1,1;0;погашение;1000;0,39;0,5;0,01;0;фиксированный;корпоративные;0,39;999,61;2563,102564
RU000A103PF5;СберИОС469;0; AA;9;8,8;1;0;погашение;1000;0,4;0,5;0,01;0;фиксированный;корпоративные;0,4;999,6;2499
RU000A103HE5;СберИОС461;0; AA;9;12,9;2,9;0;погашение;1000;0,41;0,7;0,01;0;фиксированный;корпоративные;0,41;999,59;2438,02439
RU000A103AP6;СберИОС449;0; AA;9;13,1;2,8;0;погашение;1000;0,42;0,7;0,01;0;фиксированный;корпоративные;0,42;999,58;2379,952381
RU000A10CQA0;ПолипП2Б10;11,7; BB;6;15,8;1,4;0;погашение;100;0,43;0,98;11,95;12;фиксированный;корпоративные;0,43;1015,25;2361,046512
RU000A103281;СберИОС405;0; AA;9;16,5;0,6;0;погашение;1000;0,44;0,5;0,01;0;фиксированный;корпоративные;0,44;999,56;2271,727273
RU000A1031G2;СберИОС412;0; AA;9;11;0,6;0;погашение;1000;0,44;0,5;0,01;0;фиксированный;корпоративные;0,44;999,56;2271,727273
RU000A102W50;СберИОС430;0; AA;9;14,4;2,5;0;погашение;1000;0,45;0,7;0,01;0;фиксированный;корпоративные;0,45;999,55;2221,222222
RU000A1026P3;СберИОС343;0; AA;9;9,2;0,1;0;погашение;1000;0,49;0,5;0,01;0;фиксированный;корпоративные;0,49;999,51;2039,816327
RU000A105V74;ЭлемЛиз1P4;-25,5; BB;6;15,8;0,3;0;погашение;113,6;0,72;0,99;10,55;12;фиксированный;корпоративные;0,72;1002,25;1392,013889
RU000A0ZZZ09;ИА ДОМ 8P2;0; AA;9;15,9;0,1;0;право продать (put);116,71;0,8;2,7;9,28;4;фиксированный;корпоративные;0,8;999,2;1249
RU000A107AZ6; Саммит 1P2;25,3; B;3;27,6;1,1;0;погашение;542,4;0,89;6,69;15;12;фиксированный;корпоративные;0,89;1086,08;1220,314607
RU000A102L87;ИАДОМ Б1P5;0; AA;9;16,1;25,4;0;погашение;314,31;1,49;5,02;6,4;4;фиксированный;корпоративные;1,49;1505,53;1010,422819
RU000A10B5C7;ТАЛК002P01;22,8; B+;4;22,6;2,4;0;погашение;1000;2,25;16,85;23,5;12;плавающий;корпоративные;2,25;1469,55;653,1333333
RU000A101TD6;ИА ДОМ15P2;0; AA;9;17,6;23,6;0;погашение;212,55;1,99;3,16;5,9;4;фиксированный;корпоративные;1,99;1295,05;650,7788945
RU000A104X32;sИАДОМ1P19;0; AA;9;16,7;6,7;0;погашение;645,55;3,96;9,9;18,65;12;плавающий;корпоративные;3,96;1788,04;451,5252525
RU000A1064Y6;СУЭК-Ф1P7R;11,3; BBB;7;30,3;0,9;0;погашение;1000;3,73;16,88;3,35;2;фиксированный;корпоративные;3,73;1013,15;271,6219839
RU000A10A133;ЕвроТранс4;0; BB;6;19,4;4;0;погашение;1000;7,4;12,33;11;12;изменяемый;корпоративные;7,4;1584,44;214,1135135
RU000A102887; ВТБСУБТ2-2;24,3; AA;9;18;5,4;88,51;погашение;10000000;68383,56;957369,86;6,7;2;плавающий;корпоративные;69268,66;9505429,94;137,2255496
RU000A104CF1; СолЛиз01;27; B;3;24,4;0,7;0;право продать (put);350;7,98;22,69;14,5;4;фиксированный;корпоративные;7,98;1037,4;130
RU000A10A802;РФ ЗО 42 Д;7; AAA;10;36,6;16,4;88;погашение;200000;687,5;5625;5,63;2;фиксированный;государственные;1567,5;179432,5;114,4704944
RU000A0JWM15;ПЕРЕСВ БП5;12,8; D;0;6,1;10,6;42,3;погашение;1000;42,43;96,63;13,5;45;фиксированный;корпоративные;465,43;46627,08;100,1806502
RU000A0JVVL4;ПЕРЕСВ БП2;15,1; D;0;10,2;10;39,41;погашение;1000;43,18;94,09;13,5;45;фиксированный;корпоративные;437,28;42903,22;98,1138401
RU000A10A877;РФ ЗО 43 Д;6,8; AAA;10;31,4;17,9;91,1;погашение;200000;1207,64;5875;5,88;2;фиксированный;государственные;2118,64;204506,36;96,52718725
RU000A109DP7;ТАЛК001P03;23,1; B+;4;17,6;1,8;0;погашение;920;13,76;14,75;23,5;12;плавающий;корпоративные;13,76;1295,99;94,18531977
RU000A0JVM32;ПЕРЕСВЕТБ3;10,5; D;0;6,6;9,7;49,99;погашение;1000;43,43;92,72;12,75;45;фиксированный;корпоративные;543,33;40882,59;75,2444923
RU000A10BQR6;СБСекьюр2А;18,4; n/a;;48,1;0,1;0;право продать (put);846,65;13,66;14,13;20,3;12;фиксированный;корпоративные;13,66;1000,47;73,24084919
RU000A0JQAM6;ДОМ.РФ15об;20,7; AA;9;13,1;2,9;0;погашение;1000;21,92;99,18;10,75;2;плавающий;корпоративные;21,92;1473,98;67,24361314
RU000A105EV1;ЕАБР П3-04;217,6; AA;9;9,7;0;0;право продать (put);1000;16,21;17,45;3,5;2;фиксированный;корпоративные;16,21;983,79;60,69031462
RU000A10A7Y8;РФ ЗО 35 Д;7,1; AAA;10;43,4;9,4;87;погашение;200000;793,33;5100;5,1;2;фиксированный;государственные;1663,33;91136,67;54,79169497
RU000A100725;БрайтФ БП1;26,1; B;3;20,9;1,4;0;право продать (put);1000;23,51;54,85;25;4;плавающий;корпоративные;23,51;1250,74;53,20034028
RU000A0JW0S4;ПКТ 01;14,6; A;8;26,4;0,1;0;погашение;1000;18,77;24,93;13,1;2;фиксированный;корпоративные;18,77;981,23;52,27650506
RU000A10AAQ4;СФО СФ1 01;15,3; n/a;;57,5;0,1;0;право продать (put);1000;19,18;20,55;25;12;фиксированный;корпоративные;19,18;1001,37;52,20907195
RU000A10A844;РФ ЗО 47 Д;6,8; AAA;10;37,1;21,7;83,85;погашение;200000;3587,5;5250;5,25;2;фиксированный;государственные;4426;222324;50,23136014
RU000A106ZZ5; ФабрФавБО1;0; D;0;15,9;1,9;2,1;погашение;1000;0;0;20;12;плавающий;корпоративные;21;979;46,61904762
RU000A101H84;РЖД 1Р-18R;17,1; AA;9;26,5;0,3;0;право продать (put);1000;22,76;70,21;6,44;2;фиксированный;корпоративные;22,76;977,24;42,93673111
RU000A104TD0;Ростел2P7R;16,3; AA;9;28,3;0,5;0;погашение;1000;25,11;29,29;11,75;4;фиксированный;корпоративные;25,11;1033,47;41,15770609
RU000A0JRJL7;ЗСД 02;8,3; A;8;9,4;5,5;0;погашение;1000;45,19;52,06;10,44;2;фиксированный;корпоративные;45,19;1527,47;33,80106218
RU000A106X30; Техпорт02;0; D;0;29,2;0,8;2,98;погашение;1000;8,88;14,79;18;12;фиксированный;корпоративные;38,68;1094,43;28,29446743
RU000A1083C2; Техпорт03;0; D;0;31,5;0,4;3,44;погашение;440;2,17;7,23;20;12;фиксированный;корпоративные;36,57;992,35;27,1356303
RU000A0ZYYN4;RUS-29;5,3; AAA;10;11,6;3,5;97;погашение;200000;291,67;4375;4,38;2;фиксированный;государственные;1261,67;30363,33;24,06598397
RU000A106U74;НИКА оббП02;0; D;0;31,8;2,8;3,51;погашение;1000;25,15;42,38;17;4;фиксированный;корпоративные;60,25;1405,93;23,33493776
RU000A1094L0;ФИНСИСТ1Р1;0; B;3;18;1,8;4,34;погашение;1000;0;0;23;4;плавающий;корпоративные;43,4;956,6;22,04147465
RU000A105XG2; ДОМСУБТ2-1;16,4; AA;9;17;2,9;87,6;право продать (put);10000000;142465,75;648219,18;13;2;фиксированный;корпоративные;143341,75;3098754,15;21,61794557
RU000A107SH6;НИКА оббП03;0; D;0;34,5;3,3;3,42;погашение;1000;38;47,37;19;4;фиксированный;корпоративные;72,2;1543,61;21,37963989
RU000A0JWGV2;ПочтаРосБ2;15,2; A;8;29,1;0,5;0;погашение;1000;53,56;57,34;11,5;2;фиксированный;корпоративные;53,56;1003,78;18,74122479
RU000A1052C7; СовкомТ2-1;13,7; A;8;11,2;5,3;75;погашение;200000;2635,62;6482,19;6,5;2;фиксированный;корпоративные;3385,62;62436,28;18,44160892
RU000A106TJ2;ФИНСИСТ 01;0; B;3;43,6;1,8;6,84;погашение;880;2,7;11,57;16;12;фиксированный;корпоративные;71,1;1171,87;16,48199719
RU000A10AKS9; СбКИБ1P69;0; AA;9;20,8;0,9;5,95;погашение;1000;0;0;0;0;нулевой;корпоративные;59,5;940,5;15,80672269
RU000A10CEL3; ВТБС1-1599;0; AA;9;22,8;0,9;6,5;погашение;1000;0;0,1;0,01;0;фиксированный;корпоративные;65;935;14,38461538
RU000A10CEM1; ВТБС1-1600;; AA;9;14,8;1;6,5;погашение;1000;0;0,1;0,01;0;фиксированный;корпоративные;65;935;14,38461538
RU000A10A8A6;РФ ЗО 29 Д;6,5; AAA;10;37,6;3,4;94;погашение;200000;850,69;4375;4,38;2;фиксированный;государственные;1790,69;25459,31;14,21759769
RU000A10A893;РФ ЗО 36 Е;6,6; AAA;10;30,9;10,6;70,69;погашение;100000;1103,56;2650;2,65;1;фиксированный;государственные;1810,46;25689,54;14,18950985
RU000A106GZ5;РКК БО-03;0; C;1;37,9;2,7;8,22;погашение;1000;10,85;41,14;16,5;4;фиксированный;корпоративные;93,05;1318,35;14,16818915
RU000A1089U1;РЖДЗО28-3Р;15,9; AA;9;24,2;2,9;82,08;погашение;100000;786,39;3725;7,45;2;фиксированный;корпоративные;1607,19;18017,81;11,21075293
RU000A102879; ВТБСУБТ2-1;14,6; AA;9;27;0,5;75,8;право продать (put);10000000;31232,88;378958,9;7,6;2;фиксированный;корпоративные;31990,88;347968,02;10,8771006
RU000A105ZW4;РКК БО-02;0; D;0;34,7;1,4;8,7;погашение;1000;18,74;44,88;18;4;фиксированный;корпоративные;105,74;1118,66;10,57934556
RU000A1014J2; ВТБ Т2-3;20,8; AA;9;20;4,6;0;погашение;10000000;753758,9;908504,11;8,4;2;фиксированный;корпоративные;753758,9;7423778,09;9,849008867
XS0767473852;RUS-42;6,1; AAA;10;11,6;1,4;95;вероятность выкупа (call);200000;187,5;5625;5,63;2;фиксированный;государственные;1137,5;11112,5;9,769230769
RU000A1065H8;Кузина1P02;0; D;0;28,6;1,4;10,54;погашение;760;4,68;9,37;15;12;фиксированный;корпоративные;110,08;1039,84;9,44622093
RU000A10BGE5; СПРИНТ Б1;0; D;0;33,2;4,4;22,5;погашение;1000;4,38;26,3;32;12;фиксированный;корпоративные;229,38;2138,22;9,321736856
RU000A0ZYFS2;ТрансФ1P05;-40,7; BB;6;1,8;0,1;0;право продать (put);1000;100,44;117,18;9,5;2;фиксированный;корпоративные;100,44;899,56;8,956192752
RU000A108BE7;СПРИНТ-01;0; D;0;34,7;3,5;17,06;погашение;1000;2,74;49,86;20;4;фиксированный;корпоративные;173,34;1524,7;8,796007846
RU000A10BRY0; СПРИНТ Б2;0; D;0;26,9;4,5;22,96;погашение;1000;14,3;23,84;29;12;фиксированный;корпоративные;243,9;2043,46;8,378269783
RU000A1098H9;СПРИНТ-02;0; D;0;35,6;3,8;18,52;погашение;1000;46;57,34;23;4;фиксированный;корпоративные;231,2;1628,9;7,045415225
RU000A1089X5;РЖДЗО28-1Р;16,7; AA;9;31,9;2,4;82;погашение;100000;989,7;3299;6,6;2;фиксированный;корпоративные;1809,7;12386,3;6,844394098
RU000A109KK3;ССМ-01;0; CCC;2;36,1;1,9;16,12;погашение;1000;26,03;62,33;25;4;фиксированный;корпоративные;187,23;1249,08;6,671366768
RU000A107PM2;МЕГАТКТ-01;438,6; CCC;2;48,5;2,3;16,31;погашение;1000;42,74;49,86;20;4;фиксированный;корпоративные;205,84;1242,9;6,038184998
RU000A10BP53;ИАДОМ 1P53;0; AA;9;21;30,2;95,65;погашение;981,02;9,45;14,92;18,5;12;плавающий;корпоративные;965,95;5435,09;5,6266784
RU000A106DJ6;МЛФТ БО-02;0; C;1;33,7;1,6;19,1;погашение;1000;10,03;12,53;15,25;12;фиксированный;корпоративные;201,03;1037,04;5,15863304
RU000A109791;ГарИнв2P10;0; D;0;38,2;4,8;16,75;погашение;1000;0,39;0,58;10;2;плавающий;корпоративные;167,89;837,33;4,987372684
RU000A10B3V2;ГлобалФ1P7;203,1; C;1;55,8;3,3;31,79;погашение;1000;9,53;23,84;29;12;фиксированный;корпоративные;327,43;1602,33;4,893656659
RU000A105VP7;РКК БО-01;0; C;1;34;0,3;16;погашение;500;17,7;23,68;19;4;фиксированный;корпоративные;177,7;845,98;4,760720315
RU000A105GV6;ГарИнв2P05;0; D;0;42;4,8;17,44;погашение;1000;0,19;0,37;10;3;изменяемый;корпоративные;174,59;830,59;4,75737442
RU000A106SK2;ГарИнв2P07;0; D;0;51,5;4,8;17,5;погашение;1000;0,27;0,45;14,5;2;изменяемый;корпоративные;175,27;828,78;4,728590175
RU000A10A836;РФ ЗО 32 Е;6,6; AAA;10;34,7;7,1;73,75;погашение;100000;1708,08;1850;1,85;1;фиксированный;государственные;2445,58;11504,42;4,704168336
RU000A106862;ГарИнв2P06;0; D;0;38;4,8;17,6;погашение;1000;0,42;0,6;10;2;изменяемый;корпоративные;176,42;828,98;4,698900351
RU000A108G88;ГарИнв2P09;0; D;0;49,1;4,8;17,66;погашение;1000;0,18;0,36;10;3;изменяемый;корпоративные;176,78;828,26;4,685258513
RU000A10B1M5;НафттрнБО7;0; D;0;39,2;3,3;31,85;погашение;1000;15,34;23,01;28;12;фиксированный;корпоративные;333,84;1563,55;4,683531033
RU000A107TR3;ГарИнв2P08;0; D;0;44;0,3;17,95;погашение;1000;6,41;14,79;18;12;фиксированный;корпоративные;185,91;858,46;4,617610672
RU000A109NH3;ИАДОМ 1P47;0; AA;9;16,4;27,6;101,19;погашение;892,25;10,38;14,15;19,3;12;плавающий;корпоративные;1022,28;4661,37;4,559778143
RU000A10AMP1;МАГНУМ-01;0; D;0;41,4;2,2;33,39;погашение;1000;13,97;27,95;34;12;фиксированный;корпоративные;347,87;1378,83;3,963635841
RU000A10CHX1; МГКЛ-G01;13,5; B;3;31,7;2,8;101,21;погашение;11050,78;21,19;122,37;14;12;фиксированный;корпоративные;1033,29;4004,92;3,87589157
RU000A10AAF7;ГлобалФ1P6;246,1; C;1;52,3;3,1;39,88;погашение;895;14,44;22,8;31;12;фиксированный;корпоративные;413,24;1430,36;3,461329978
RU000A10ADH7;НафттрнБО6;0; D;0;39,7;2,1;35,29;погашение;1000;9,86;24,66;30;12;фиксированный;корпоративные;362,76;1253,74;3,456114235
RU000A108VZ0;ГлобалФ1P5;198,4; C;1;49,1;2,6;36,4;погашение;1000;0,63;18,9;23;12;фиксированный;корпоративные;364,63;1221,27;3,349340427
RU000A10C1N2;ИАДОМ 1P55;0; AA;9;19,8;30,5;101,15;погашение;1000;0;27,4;9,18;4;плавающий;корпоративные;1011,5;3331,3;3,293425606
RU000A10C8J5;ИАДОМ 1P56;0; AA;9;18,2;30,2;81,8;погашение;972,13;6,26;6,71;8,4;12;фиксированный;корпоративные;824,26;2604,76;3,16011938
RU000A10B7E9;ГазКап1P11;4,6; AA;9;12,6;0,5;102;погашение;100000;320,55;739,73;9;12;фиксированный;корпоративные;1340,55;4097,83;3,056827422
RU000A106XD7;SELGOLD002;10,4; BBB;7;45,4;4,2;84,63;погашение;10946,3;28,04;145,82;5,5;4;фиксированный;корпоративные;874,34;2458,78;2,812155454
RU000A109NJ9;ИАДОМ 1P48;0; AA;9;20,2;29,1;82,1;погашение;853,83;5,57;5,97;8,5;12;фиксированный;корпоративные;826,57;2256,96;2,730512842
RU000A103K38; ГПБ Т2-04Д;9,9; AA;9;10;1,6;75;право продать (put);150000;2274,66;3365,75;4,5;2;фиксированный;корпоративные;3024,66;8072,59;2,668924772
RU000A106LS0;ГлобалФ1P3;647,5; C;1;48,1;1,7;32,57;погашение;840;4,41;10,18;14,75;12;фиксированный;корпоративные;330,11;873,49;2,646057375
RU000A1038V6;ОФЗ 26238;14,6; AAA;10;97,1;15,6;56,34;погашение;1000;28,01;35,4;7,1;2;фиксированный;государственные;591,41;1505,99;2,546439864
RU000A10A851;РФ ЗО 27 Д;5,8; AAA;10;38,1;1,7;97,7;погашение;200000;2904,17;4250;4,25;2;фиксированный;государственные;3881,17;9868,83;2,542746131
RU000A108RQ7;SELGOLD003;10,9; BBB;7;47,3;3,9;84,13;погашение;10946,3;61,03;145,82;5,5;4;фиксированный;корпоративные;902,33;2284,97;2,532299713
RU000A109RX1; ГТС БО-01;105,2; C;1;33,8;3,9;49,85;погашение;1000;41,42;59,84;27;4;плавающий;корпоративные;539,92;1357,68;2,514594755
RU000A10C1P7;ИАДОМ 1P57;0; AA;9;13,9;30,5;100;погашение;1000;0;20,3;6,8;4;плавающий;корпоративные;1000;2476,6;2,4766
RU000A10B4T4; ПионЛизБО7;29; CCC;2;43,6;9,3;92,14;погашение;1000;3,86;19,32;23,5;12;плавающий;корпоративные;925,26;2219,26;2,39852582
RU000A1090H6; ПионЛизБО6;30,9; CCC;2;36,3;8,6;95,56;погашение;1000;8,07;22,01;22,63;12;плавающий;корпоративные;963,67;2303,36;2,390195814
RU000A106Y21;НафттрнБО5;0; D;0;40,4;0,9;35,79;погашение;1000;8,44;23,01;28;12;фиксированный;корпоративные;366,34;863,76;2,357809685
RU000A100EF5;ОФЗ 26230;15; AAA;10;83,6;13,4;60,26;погашение;1000;5,27;38,39;7,7;2;фиксированный;государственные;607,87;1390,27;2,287117311
RU000A107CJ6;ГлобалФ1P4;269; C;1;47,9;2,1;43,94;погашение;1000;16,1;19,32;21,66;12;плавающий;корпоративные;455,5;1027,5;2,255762898
RU000A108EH4;ОФЗ 26248;15; AAA;10;100;14,6;86,75;погашение;1000;48,33;61,08;12,25;2;фиксированный;государственные;915,83;1855,49;2,026020113
RU000A106E90;ОФЗ 26243;15,1; AAA;10;81,5;12,6;72,85;погашение;1000;38,67;48,87;9,8;2;фиксированный;государственные;767,17;1454,58;1,896033474
RU000A108EF8;ОФЗ 26247;15,1; AAA;10;95;13,6;86,69;погашение;1000;50,68;61,08;12,25;2;фиксированный;государственные;917,58;1731,58;1,88711611
RU000A103BR0;ОФЗ 26240;15; AAA;10;78,7;10,8;59,68;погашение;1000;14,19;34,9;7;2;фиксированный;государственные;610,99;1121,91;1,836216632
RU000A104V00; ПионЛизБР5;30,8; CCC;2;42;6,5;98,99;погашение;1000;5,31;22,74;26,43;12;плавающий;корпоративные;995,21;1778,51;1,787070066
RU000A103Q24; Сбер2СУБ3R;14,1; AA;9;17,4;1,1;0;право продать (put);10000000;307397,26;423835,62;8,5;2;фиксированный;корпоративные;307397,26;541273,98;1,760828903
RU000A10AXZ7;ГПБ-СПК А1;16,5; n/a;;39,9;8,4;102,41;погашение;1000;0;18,26;21,5;12;фиксированный;корпоративные;1024,1;1801,9;1,759496143
RU000A101F94;ОФЗ 26233;15,1; AAA;10;83,1;9,7;56,64;погашение;1000;14,71;30,42;6,1;2;фиксированный;государственные;581,11;996,87;1,715458347
RU000A10BVH7;ОФЗ 26250;15,2; AAA;10;89,8;11,6;85,25;погашение;1000;40,44;59,84;12;2;фиксированный;государственные;892,94;1483,38;1,661231438
RU000A1066D5;ОФЗ 29024;0; AAA;10;55,1;9,5;96;погашение;1000;41,97;43,31;15,82;4;плавающий;государственные;1001,97;1643,81;1,640578061
RU000A1062M5;SELGOLD001;13,9; BBB;7;56,1;2,4;84,23;погашение;10946,3;37,94;145,82;5,5;4;фиксированный;корпоративные;880,24;1432,14;1,626988094
RU000A0JV4Q1;ОФЗ 29010;21,5; AAA;10;64,6;9,1;108,24;погашение;1000;80,17;112,24;8,8;2;плавающий;государственные;1162,57;1857,75;1,597968294
RU000A0GN9A7;ОФЗ 46020;14,1; AAA;10;44,9;10,3;64,5;погашение;1000;13,99;34,41;6,9;2;фиксированный;государственные;658,99;1029,21;1,561799117
RU000A1084Q0;РЖДЗО26-2Р;15,9; AA;9;31,8;0,9;93,92;погашение;100000;980,69;3837,5;7,68;2;фиксированный;корпоративные;1919,89;2917,61;1,519675606
